category,category_group,city,client_jobs_posted,client_rating,company,company_description,company_industry,company_size,description,employment_type,engagement_duration,id,job_type,location,posted_date,remote,salary,skills,source,title,url,weekly_hours
Content Writing,Writing,,32,5,,,,,We are looking for an expert that can help boost our trustpilot account with positive reviews.,,Less than 1 month,1664760,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 100.0, 'max': 100.0, 'currency': 'USD', 'period': 'fixed'}","['consumer review', 'creative writing', 'review', 'trustpilot']",upwork,Trustpilot Reviews for our Company,https://www.upwork.com/freelance-jobs/apply/Trustpilot-Reviews-for-our-Company_~021910063357365978021/,
Web Development,"Web, Mobile & Software Dev",,8,5,,,,,"We are seeking a skilled WordPress support developer with extensive experience in JavaScript, Advanced Custom Fields (ACF), security, and website speed optimization. The ideal candidate will be responsible for maintaining and enhancing our WordPress site, ensuring it runs smoothly and securely. Your role will include troubleshooting issues, implementing security measures, optimizing site performance, and utilizing ACF to customize content. If you are passionate about delivering high-quality WordPress solutions and have a strong attention to detail, we would love to hear from you!You will be prepared to be in our Slack channels and Notion board. Hours will vary on a weekly basis but we have around 50 clients and need reliable support.- Great communication and English.- Experience working with different WordPress set ups and hosting systems.- Honest and trustworthy.",,1 to 3 months,1664834,Ongoing project,"Philippines, Indonesia, Poland",2025-04-09,False,"{'min': 20.0, 'max': 35.0, 'currency': 'USD', 'period': 'hour'}","['css', 'full stack development', 'html', 'javascript', 'php', 'wordpress']",upwork,WordPress Support Developer with JavaScript & ACF Expertise,https://www.upwork.com/freelance-jobs/apply/WordPress-Support-Developer-with-JavaScript-ACF-Expertise_~021910063306425940319/,Less than 30 hrs/week
Video & Animation,Design & Creative,,87,4.9,,,,,"We are seeking a talented video creator to produce short, engaging videos, 1-2 per day, inspired by creators like Devin Jatho and Iman Gadzhi. The ideal candidate should have experience in creating eye-catching content that resonates with audiences on social media platforms. Familiarity with editing software and a solid understanding of trending topics is essential. If you're a creative individual with a passion for video production, we’d love to hear from you!Budget- $8 per video",,1 to 3 months,1664821,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 80.0, 'max': 80.0, 'currency': 'USD', 'period': 'fixed'}","['adobe premiere pro', 'video editing', 'video post-editing', 'video production', 'videography']",upwork,Short Video Creator Needed for Daily Content,https://www.upwork.com/freelance-jobs/apply/Short-Video-Creator-Needed-for-Daily-Content_~021910063269663081381/,
Web Development,"Web, Mobile & Software Dev",,1851,4.89,,,,,"I need an n8n expert who already has experience building workflows to integrate Slack to the workflow.This is an urgent task, has to be completed in 24 hours.You will not be provided credentials to our n8n or Slack, you should have the credentials for your own environment.Deliverable for this project is:* Create a workflow that has ability to post to ALL Slack Channels and DMs* Jump on a call with me for a quick demo.* Share the workflow JSON so I can import it to my n8n.",,1 to 3 months,1664759,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 350.0, 'max': 350.0, 'currency': 'USD', 'period': 'fixed'}","['api', 'api integration', 'full stack development', 'n8n', 'slack']",upwork,n8n Expert for Slack Integration,https://www.upwork.com/freelance-jobs/apply/n8n-Expert-for-Slack-Integration_~021910063213436267682/,
Digital Marketing,Sales & Marketing,,38,4.97,,,,,"We need a talented and results-driven Digital Marketing Specialist to run social media campaigns . In this role, you will be responsible for managing, optimizing, and executing our advertising campaigns across multiple digital platforms, including Meta (formerly Facebook), TikTok, and Google Search.As a Digital Marketing Specialist, you will play a crucial role in shaping our online presence and driving our digital marketing initiatives forward. The ideal candidate will possess a strong background in digital marketing, with a proven track record of creating and implementing successful marketing strategies that effectively drive engagement, enhance brand awareness, and boost conversions.**Key Responsibilities:**- **Campaign Management:** Develop, launch, and oversee digital advertising campaigns across Meta, TikTok, and Google Search, ensuring they align with our overall marketing objectives and brand voice.- **Content Development:** Collaborate with the creative team to design compelling and engaging campaign content that resonates with our target audience and encourages interaction.- **Performance Analysis:** Monitor and analyze campaign performance metrics, including click-through rates (CTR), conversion rates, return on ad spend (ROAS), and customer acquisition costs (CAC). Utilize data-driven insights to optimize campaigns for maximum effectiveness.- **Strategic Adjustments:** Proactively adjust marketing strategies based on performance data, industry trends, and emerging best practices to continuously improve campaign outcomes.- **Market Research:** Conduct thorough market research to identify new opportunities for growth and stay ahead of industry trends. This includes analyzing competitor strategies and identifying gaps in the market.- **Collaboration:** Work closely with cross-functional teams, including sales, product development, and customer service, to ensure cohesive marketing efforts and alignment with business objectives.- **Reporting:** Prepare and present regular reports on campaign performance and insights to stakeholders, highlighting successes and areas for improvement.- **Budget Management:** Manage and allocate advertising budgets effectively to maximize ROI, ensuring that all campaigns stay within budget while achieving desired results.- **Staying Current:** Keep abreast of the latest developments in digital marketing tools, techniques, and best practices to ensure our strategies remain innovative and competitive.**Qualifications:**- Bachelor's degree in Marketing, Business, or a related field.- A minimum of 2-3 years of experience in digital marketing, with a focus on paid advertising and campaign optimization.- Strong understanding of digital marketing concepts, including SEO, PPC, social media marketing, and analytics.- Proficiency in using advertising platforms such as Meta Ads Manager, Google Ads, and TikTok Ads Manager.- Exceptional analytical skills with the ability to interpret data and make data-driven decisions.- Excellent written and verbal communication skills, with a keen attention to detail.- Ability to work independently as well as collaboratively in a fast-paced environment.- Passion for digital marketing and a desire to stay current with industry trends and innovations.If you are a proactive, creative thinker with a passion for digital marketing and the skills to deliver outstanding results, we want to hear from you! Join our team and help us elevate our digital marketing efforts to new heights. Please submit your resume and a cover letter detailing your relevant experience and why you would be a great fit for our organization. We look forward to reviewing your application!",,1 to 3 months,1664819,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 8.0, 'max': 12.0, 'currency': 'USD', 'period': 'hour'}","['campaign management', 'campaign optimization', 'facebook', 'google ads', 'marketing strategy']",upwork,Digital Marketing Specialist for Campaign Management,https://www.upwork.com/freelance-jobs/apply/Digital-Marketing-Specialist-for-Campaign-Management_~021910063137196403874/,More than 30 hrs/week
Recruiting & Human Resources,Accounting & Consulting,,14,5,,,,,"We are seeking a highly experienced recruiter with a proven track record in sourcing and hiring exceptional Filipino professionals for Amazon seller businesses. Your primary responsibility will be to identify and recruit remote employees from the top 1% talent pool who can work independently with minimal supervision and drive success.Key Responsibilities:• Passive Candidate Sourcing: Utilize advanced sourcing techniques to identify and engage top-tier candidates for roles such as Amazon Operations Specialist, Inventory Manager, and Brand Manager.• Network Leverage: If you have an existing network within the Amazon seller community that can provide referrals, it will be considered a significant advantage.Qualifications:• Proven Experience: Demonstrated success in hiring for Amazon seller roles, specifically within the Filipino talent market.• Independent Work Ethic: Ability to work autonomously, managing the entire recruitment process.Application Instructions:Please apply only if you have substantial experience in recruiting for Amazon seller roles and possess a strong network within the industry.Please provide an anonymized CV (or profile) of a recent candidate you successfully hired for an Amazon-related role. This will help us better understand the quality of talent you typically recruit.",,1 to 3 months,1664806,Ongoing project,Philippines,2025-04-09,True,"{'min': 18.0, 'max': 50.0, 'currency': 'USD', 'period': 'hour'}","['candidate sourcing', 'recruiting', 'recruiting & talent sourcing']",upwork,Expert Recruiter Specializing in Hiring Top Filipino Talent for Amazon Seller Roles,https://www.upwork.com/freelance-jobs/apply/Expert-Recruiter-Specializing-Hiring-Top-Filipino-Talent-for-Amazon-Seller-Roles_~021910063136766559141/,Less than 30 hrs/week
Video & Animation,Design & Creative,,0,0,,,,,"This is for promotion campaign of mobile app.What you’ll do:1. Record and produce (and edit) a short, engaging video based on a script we provide2. Bring your unique style, energy, and creativity to make the content pop3. Deliver within 2 days (urgent turnaround)Requirements:1. US-based or able to deliver content that resonates with a US Gen Z female audience2. Confident on camera, with a fun, authentic, relatable vibe3. Experience creating UGC for apps, tech, or lifestyle brands is a plusImportant Notes:1. We retain full and exclusive rights to the content2. Content may be used across paid ads, social media, and our website",,Less than 1 month,1664770,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,,"['gen z', 'influencer marketing', 'instagram', 'social media marketing', 'video production']",upwork,Female UGC Creator (Gen Z Focus),https://www.upwork.com/freelance-jobs/apply/Female-UGC-Creator-Gen-Focus_~021910062364374920354/,Less than 30 hrs/week
Lead Generation & Telemarketing,Sales & Marketing,,28,1.83,,,,,"We are seeking an energetic Sales Development Representative to reach out to 600 leads with the goal of securing referrals. The ideal candidate will have strong communication skills, a knack for building rapport, and a proven track record in sales development. Your role will involve making calls, finding the appropriate contacts, engaging with leads, and effectively conveying our value proposition to encourage referrals. If you’re motivated by results and thrive in a fast-paced environment, we want to hear from you! We are offering additional success incentives and will certainly offer future projects if this is successful.",,1 to 3 months,1664790,Ongoing project,United States,2025-04-09,False,"{'min': 500.0, 'max': 500.0, 'currency': 'USD', 'period': 'fixed'}","['cold calling', 'lead generation', 'outbound sales', 'sales', 'sales & business development', 'scheduling']",upwork,Sales Development Representative Needed for Lead Referrals,https://www.upwork.com/freelance-jobs/apply/Sales-Development-Representative-Needed-for-Lead-Referrals_~021910062346400124540/,
Content Writing,Writing,,104,4.89,,,,,"Estamos en búsqueda de un redactor de contenido académico talentoso que pueda crear y editar artículos, ensayos y trabajos de investigación. El candidato ideal debe tener experiencia en la redacción de contenido académico en diversas disciplinas y ser capaz de realizar investigaciones. Buscamos a alguien que tenga habilidades de escritura claras y precisas, y que pueda cumplir con plazos ajustados.",,1 to 3 months,1664761,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,,"['article writing', 'castilian spanish', 'content writing', 'creative writing', 'seo writing', 'writing']",upwork,Busco Redactor de Contenido Académico,https://www.upwork.com/freelance-jobs/apply/Busco-Redactor-Contenido-Acad-mico_~021910062158401039522/,Not Sure
"Graphic, Editorial & Presentation Design",Design & Creative,,,,,,,,"I am looking for someone with experience in Figma / Framer to convert 4 JPEG wireframes into a simple, clickable presentation. The project is time-sensitive, with a deadline of 6 AM IST, 10th April. If you have experience with Framer/Figma and can deliver high-quality work quickly, I would love to hear from you. Please share your portfolio or examples of similar work you've done in the past. Let's collaborate and make this project successful!",,Less than 1 month,1664782,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 50.0, 'max': 50.0, 'currency': 'USD', 'period': 'fixed'}","['adobe illustrator', 'adobe photoshop', 'data visualization', 'graphic design', 'presentation design', 'wireframing']",upwork,Urgent: Create Clickable Presentation from Wireframes to be done in Framer / Figma,https://www.upwork.com/freelance-jobs/apply/Urgent-Create-Clickable-Presentation-from-Wireframes-done-Framer-Figma_~021910061936966954146/,
Video & Animation,Design & Creative,,0,0,,,,,"This is for a promotion campaign of an upcoming mobile app.What you'll do:- Record and produce a short, engaging video based on a script we provide- Bring your unique style, energy, and creativity to make the content pop- Deliver within 2 days (urgent turnaround)Requirements:- US-based or able to deliver content that resonates with a young mom audience. Hence, we are looking for someone who is a young mom.- Confident on camera, with a fun, authentic, relatable vibe- Experience creating UGC for apps, tech, or lifestyle brands is a plusImportant Notes:- We retain full and exclusive rights to the content- Content may be used across paid ads, social media, and our website",,Less than 1 month,1664781,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,,"['influencer marketing', 'social media marketing', 'video production']",upwork,Young Mom UGC Creator,https://www.upwork.com/freelance-jobs/apply/Young-Mom-UGC-Creator_~021910060967053099942/,Less than 30 hrs/week
Web Development,"Web, Mobile & Software Dev",,,,,,,,"We are seeking an experienced WordPress developer to assist in creating a WP multisite setup to replace our current process of building standalone WordPress projects. The new configuration will utilize a base theme to ensure consistency across sites while allowing individual site functionality. The ideal candidate will have a proven track record in WordPress multisite implementations and be familiar with theme development and customization. Your expertise will help streamline our workflow and improve site management efficiency. Bonus points for experience using pano2vr, three.js or equivalent to create panoramic experiences.",,Less than 1 month,1664842,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 20.0, 'max': 40.0, 'currency': 'USD', 'period': 'hour'}","['cms development', 'mapbox', 'php', 'three.js', 'web development', 'wordpress', 'wordpress multisite']",upwork,WordPress Multisite Setup Expert Needed,https://www.upwork.com/freelance-jobs/apply/WordPress-Multisite-Setup-Expert-Needed_~021910060741258964130/,More than 30 hrs/week
Digital Marketing,Sales & Marketing,,50,5,,,,,"I've got an Australian Google Ads client in the financial planning space who is having some difficulties in completing their required Financial Services Verification (using Google's third-party partner, G2).I'm looking for someone to consult and help ensure the financial services verification is completed successfully. I'll only be contacting candidates who have worked with the financial services niche before and have a proven record of completing the G2 verification - if this isn't you, please don't apply.More information provided in attached screenshots.",,Less than 1 month,1664805,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 50.0, 'max': 50.0, 'currency': 'USD', 'period': 'fixed'}","['google ads', 'ppc campaign setup & management', 'search engine marketing']",upwork,Help completing Financial Services Verification - Google Ads Account (AU),https://www.upwork.com/freelance-jobs/apply/Help-completing-Financial-Services-Verification-Google-Ads-Account_~021910060300055538601/,
Video & Animation,Design & Creative,,,,,,,,"We are looking for a talented male content creator based in Los Angeles who specializes in fitness and health to participate in a half-day video shoot for our paid social ads. The ideal candidate should have a strong presence on camera, excellent communication skills, and a passion for promoting a healthy lifestyle. Experience in video production and social media marketing is a plus. This is a great opportunity to showcase your skills and collaborate with a dynamic team. If you are enthusiastic about fitness and have a creative flair, we would love to hear from you!",,Less than 1 month,1664832,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 300.0, 'max': 300.0, 'currency': 'USD', 'period': 'fixed'}","['video editing', 'video post-editing', 'video production', 'videography']",upwork,Male Fitness Content Creator Needed for Video Shoot in LA,https://www.upwork.com/freelance-jobs/apply/Male-Fitness-Content-Creator-Needed-for-Video-Shoot_~021910060066762346108/,
Translation & Localization Services,Translation,,928,4.5,,,,,"EPIC Translations provides language services, including virtual remote interpreting to clients across the country.I'm reaching out to see if you currently and actively provide virtual remote interpreting (VRI) for Ukrainian via Zoom or Google Meets (or another similar app).If you currently and actively provide virtual remote interpreting (VRI) then I'd like to learn more about you.Thank you",,3 to 6 months,1664785,Ongoing project,"Laos, China, Cambodia",2025-04-09,True,,"['english to ukrainian translation', 'general translation services', 'language interpretation', 'live interpretation', 'ukrainian', 'ukrainian to english translation']",upwork,Virtual Remote Interpretation (VRI) - Ukrainian and English,https://www.upwork.com/freelance-jobs/apply/Virtual-Remote-Interpretation-VRI-Ukrainian-and-English_~021910059845812818412/,Less than 30 hrs/week
Recruiting & Human Resources,Accounting & Consulting,,,,,,,,"We are seeking an experienced technical recruiter to join our team and help us find top talent in the tech industry. The ideal candidate will have a strong understanding of various technical roles and the ability to connect with potential candidates effectively. You'll be responsible for sourcing, screening, and interviewing candidates for both full-time positions and contract roles. If you have a passion for technology and a knack for identifying the best talent, we want to hear from you!Relevant skills:- Technical recruiting- Candidate sourcing- Interviewing techniques- Familiarity with ATS tools- Strong communication skills",,1 to 3 months,1664799,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 3.0, 'max': 5.0, 'currency': 'USD', 'period': 'hour'}","['candidate interviewing', 'candidate management', 'candidate sourcing', 'recruiting', 'recruiting & talent sourcing']",upwork,Technical Recruiter Needed for Growing Team,https://www.upwork.com/freelance-jobs/apply/Technical-Recruiter-Needed-for-Growing-Team_~021910059719679673253/,Less than 30 hrs/week
Video & Animation,Design & Creative,,177,4.99,,,,,"Hello,Lady Freethinker, a nonprofit animal protection organization, is seeking a photographer in/near the Commerce area of LA to photograph a spay/neuter clinic event on two dates: April 17th and April 29th. Address is 5270 Atlantic Blvd, Maywood, CA 90270.There will be dogs present, so we need someone who is comfortable interacting with animals.If you are interested, please reach out to me, providing some samples of your work, and I will provide all the details.Thank you!Rachel",,Less than 1 month,1664833,One-time project,United States,2025-04-09,False,"{'min': 500.0, 'max': 500.0, 'currency': 'USD', 'period': 'fixed'}","['animals', 'photography', 'videography']",upwork,Photographer Needed in East L.A. for an Animal Nonprofit Event,https://www.upwork.com/freelance-jobs/apply/Photographer-Needed-East-for-Animal-Nonprofit-Event_~021910059592701313957/,
Digital Marketing,Sales & Marketing,,26,4.96,,,,,"We are seeking a skilled content writer to create first drafts of articles that incorporate structured data. The ideal candidate will have a strong writing ability, a knack for asking clarifying questions, and basic SEO knowledge, particularly in internal linking strategies and html markup. Your work will help enhance our content's visibility and engagement. If you have a passion for writing and a willingness to learn about SEO, we would love to hear from you!",,1 to 3 months,1664766,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 10.0, 'max': 10.0, 'currency': 'USD', 'period': 'fixed'}","['blog content', 'content writing', 'search engine optimization', 'seo', 'seo writing']",upwork,Content Writer with Basic SEO Knowledge Needed,https://www.upwork.com/freelance-jobs/apply/Content-Writer-with-Basic-SEO-Knowledge-Needed_~021910059201743875234/,
,,,,,,,,,"We’re looking for an experienced lead generation expert to build a targeted list of 2,000 qualified leads for outreach. (2-3 contacts per company.)We are an influencer agency specializing in fitness and lifestyle creators. Our goal is to connect with mid-sized to large brands that are actively investing in influencer marketing campaigns — not affilate (commission based)Must be mid-sized or growing brands with a monthly influencer marketing budget of at least $30,000, ideally $90,000+Must use or be expanding influencer marketing — we are NOT targeting affiliate-only modelsIndustry verticals should include:Fitness & WellnessLifestyleFood & Beverage (especially drinks like energy, wellness, functional drinks)Consumer Apps (health, fitness, wellness-related)CPG Brands (e.g., supplements, skincare, healthy snacks, kitchen gear, etc.)Contacts:Target decision-makers or key roles who greenlight partnerships with creators, such as:Director / Head of Influencer MarketingBrand Partnerships Manager / DirectorVP of Brand MarketingTalent & Partnerships ManagerDirector of PartnershipsCreator Partnerships ManagerContact Info Required:Full NameJob TitleCompany NameEmail Address (verified preferred)Mobile Phone Number (no generic lines – must be personal or direct line)📦 Deliverable:2,000 leads delivered via Google Sheet or ExcelClean formatting and segmented by industry/vertical where possibleBonus: Include LinkedIn URLs if possibleAfter the project we are looking to hire monthly lead gen.",,,1664827,,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 2.0, 'max': 3.0, 'currency': 'USD', 'period': 'year'}","['influencer marketing', 'lead generation', 'list building', 'logo design', 'market research']",linkedin,"Need 2,000 Qualified Influencer Marketing Leads – Fitness, Lifestyle, Drinks, Apps & CPG Brands - Contract to Hire",https://www.upwork.com/freelance-jobs/apply/Need-000-Qualified-Influencer-Marketing-Leads-Fitness-Lifestyle-Drinks-Apps-CPG-Brands_~021910059179520426917/,
Branding & Logo Design,Design & Creative,,0,0,,,,,"Hello,I’m looking for a designer specialized in elegant logo design to join Logos du Golfe, a French agency focused on crafting refined and timeless brand identities.Our ambition is clear: to create striking, elegant, and minimalist logos for high-value brands (creators, artisans, wellness, fashion, jewelry…).What we’re looking for:• A strong sense of elegant and minimalist design• Great typography skills and attention to subtle details• The ability to deliver professional-quality logos quickly• Clear and responsive communicationWhat we offer:• A long-term collaboration• Regular projects with clear deadlines (logo delivered in 48h)• A respectful, trust-based working relationship• Room to grow your role within the agency• A structured workflow so you can focus on designAbout the agency:Logos du Golfe is a young and ambitious agency based in France. Our goal is to become a reference in elegant branding, while valuing the designers we work with and building long-lasting creative relationships.Looking forward to connecting,Paul – Logos du Golfe",,1 to 3 months,1664829,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 5.0, 'max': 15.0, 'currency': 'USD', 'period': 'hour'}","['adobe illustrator', 'corporate brand identity', 'logo design']",upwork,Designer logos élégant - Contract to Hire,https://www.upwork.com/freelance-jobs/apply/Designer-logos-gant_~021910059070495321001/,More than 30 hrs/week
Content Writing,Writing,,17,5,,,,,"We are seeking a creative content creator to develop user-generated content (UCG) for our brand. The ideal candidate should have experience in generating engaging and authentic content that resonates with our audience. You will be responsible for brainstorming ideas, creating visuals and text, and collaborating with our marketing team to enhance our brand presence. If you are passionate about storytelling and have a knack for creating relatable content, we would love to hear from you!",,1 to 3 months,1664847,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 15.0, 'max': 15.0, 'currency': 'USD', 'period': 'fixed'}","['content creation', 'content writing', 'creative writing', 'english', 'marketing']",upwork,Content Creator for User-Generated Content (UCG),https://www.upwork.com/freelance-jobs/apply/Content-Creator-for-User-Generated-Content-UCG_~021910058746615753890/,
Web Development,"Web, Mobile & Software Dev",,0,0,,,,,"I'd like a developer to convert my Figma design into an HTML webpage, working on a module-by-module basis. The styles and any necessary javascript should be added in each module independently.The ideal candidate should be familiar with responsive design and ensure that all elements are accurately represented in the final output. Attention to detail, frequent check ins and the ability to collaborate effectively is essential.This project is the first of several micro projects and will serve as a test for building a new relationship.",,Less than 1 month,1664837,One-time project,"Ukraine, Serbia, Canada",2025-04-09,False,"{'min': 40.0, 'max': 40.0, 'currency': 'USD', 'period': 'fixed'}","['css', 'figma', 'front-end development', 'html', 'html5', 'javascript', 'landing page']",upwork,Figma to HTML Conversion Specialist Needed,https://www.upwork.com/freelance-jobs/apply/Figma-HTML-Conversion-Specialist-Needed_~021910058460226651045/,
Lead Generation & Telemarketing,Sales & Marketing,,0,0,,,,,"We are seeking a skilled lead generation specialist to identify and connect with potential buyers for both small and large retail stores. The ideal candidate will have experience in the retail sector and a proven track record of generating quality leads. Your role will involve researching target markets, compiling lists of potential clients, and utilizing effective outreach strategies to establish connections. If you are passionate about driving sales and have a knack for networking, we would love to hear from you!Relevant Skills:- Lead Generation- Market Research- Sales Strategy Development- Communication and Networking- CRM Proficiency",,1 to 3 months,1664813,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,,"['data entry', 'lead generation', 'list building', 'market research', 'prospect list']",upwork,Lead Generation Specialist for Retail Buyers,https://www.upwork.com/freelance-jobs/apply/Lead-Generation-Specialist-for-Retail-Buyers_~021910058031349842990/,Less than 30 hrs/week
Lead Generation & Telemarketing,Sales & Marketing,,58,4.83,,,,,"Looking for 100 Freelancers:Webigo.ai, the future of AI-powered business solutions, is looking for a dedicated affiliate sales team to help launch and sell our groundbreaking platform – and we want you on our team!Webigo.ai is a true all-in-one, AI-powered business suite designed to help businesses streamline operations, enhance customer interactions, and build a strong online presence. Our platform combines AI-driven web design, CRM, lead generation, AI chatbots, voice agents, Google review management, and much more, providing businesses with everything they need to succeed online.Key Features of Webigo.ai:🔹 AI-Powered Web Building: Easily generate beautiful, responsive websites with AI, saving time and effort while delivering high-quality results.🔸 Customizable Templates: Access pre-built, industry-specific templates to get your site live quickly.🔹 Drag-and-Drop Interface: No coding required – easily customize websites with an intuitive drag-and-drop editor.🔸 Ecommerce Capabilities: Launch your online store quickly with product listings, payment gateways, and more.🔹 SEO Optimization: Automatically optimized for SEO to improve search engine rankings.🔸 AI-Generated Content: Our AI creates engaging and tailored content for your business needs, saving you time.🔹 Mobile Optimization: Every website is optimized for mobile devices for a smooth user experience.🔸 Advanced Analytics: Real-time insights and detailed reports to help improve site performance and track customer engagement.🔹 AI Chatbots & Voice Agents: Enhance customer interaction with AI-powered chatbots and voice agents that offer real-time support.🔸 CRM & Lead Generation: Manage customer relationships and generate leads with our integrated CRM and lead generation tools.🔹 Google Review Manager: Monitor and manage your Google reviews effortlessly to maintain a positive online reputation.The Role:As an affiliate sales representative for Webigo.ai, you’ll be responsible for:🔹 Selling our all-in-one, AI-powered business suite to small businesses, entrepreneurs, and agencies.🔸 Highlighting key features such as AI-powered web design, chatbots, voice agents, CRM, lead generation, and Google Review Manager.🔹 Educating customers on how Webigo.ai can simplify business operations and create a stronger online presence.🔸 Closing deals and ensuring smooth onboarding for new customers.Compensation:🔹 40% commission on the first year of every customer signup.🔸 The full suite costs 500€+, meaning the more you sell, the more you earn!Earnings Potential:With consistent sales, you can earn substantial commissions. Here’s an example of what you could achieve:🔹 Example 1: Selling 10 full subscriptions at 500€ per month would earn you 2,000€ (40% commission).🔸 Example 2: Selling 50 AI-powered websites at 59€ each would earn you 1,180€ (40% commission).🔹 Total Monthly Earnings: 3,180€ – a realistic example of a successful month!Top performers could realistically earn up to $10,000 per month, working full-time and putting in the effort to drive sales.What We Offer:🔹 Training & Support: Access specialized courses and communities that teach you efficient sales techniques. We’ll provide you with scripts, resources, and ongoing support.🔸 Free Course & Classes: As part of our sales team, you’ll get access to free training and live classes to sharpen your selling skills.🔹 Ongoing Learning: We’ll provide continuous training to help you stay at the top of your game.🔸 Cutting-Edge Product: Sell the most advanced, AI-powered business suite on the market – designed to help businesses of all sizes succeed.Why Join Webigo.ai?🔹 Join an innovative, AI-driven tech company that’s revolutionizing how businesses operate online.🔸 Unlimited earning potential – the more you sell, the higher your commission.🔹 Be part of a collaborative, supportive environment with clear opportunities for career growth.Pricing Plans: Detailed pricing will be released soon, offering flexibility for various business needs.If you're a motivated affiliate salesperson looking to be part of something groundbreaking, apply today to join the Webigo.ai sales team!The future of business solutions is here – let’s build it together!If you read everything comment ""Ai is here"" at the start of your proposal.",,More than 6 months,1664793,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 10000.0, 'max': 10000.0, 'currency': 'USD', 'period': 'fixed'}","['ai', 'cold calling', 'lead generation', 'sales', 'sales & business development', 'telemarketing']",upwork,Affiliate Sales – Join the Revolution of the all in one AI Business Solutions & Earn 40% Commissions,https://www.upwork.com/freelance-jobs/apply/Affiliate-Sales-Join-the-Revolution-the-all-one-Business-Solutions-Earn-Commissions_~021910057836285346862/,
Scripts & Utilities,"Web, Mobile & Software Dev",,44,4.72,,,,,"We are seeking a skilled freelancer to create an ARX file that enables the incorporation of new Lisp functions for reading MDB (Microsoft Access Database) files. The ideal candidate should have experience working with Lisp programming and an understanding of database file formats. Your task will involve developing and testing the ARX file to ensure compatibility and functionality with existing systems. If you have a passion for innovative programming solutions, we would love to hear from you!",,Less than 1 month,1664809,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 75.0, 'max': 75.0, 'currency': 'USD', 'period': 'fixed'}","['autodesk autocad', 'c#', 'c++', 'reverse engineering', 'scripting & automation', 'visual basic for applications']",upwork,ARX file creation for New Lisp Functions to read MDB Files - Contract to Hire,https://www.upwork.com/freelance-jobs/apply/ARX-file-creation-for-New-Lisp-Functions-read-MDB-Files_~021910057497044118441/,
Digital Marketing,Sales & Marketing,,1,0,,,,,"We are seeking an experienced Amazon listing specialist to enhance our product listings by incorporating effective keywords using our Helium 10 account. The ideal candidate will have a strong understanding of Amazon SEO practices to improve visibility and sales. Responsibilities include updating existing listings and optimizing keywords to attract more traffic. If you have a proven track record with Amazon listings and are proficient in using Helium 10, we would love to hear from you!",,3 to 6 months,1664817,One-time project,Vietnam,2025-04-09,False,"{'min': 7.0, 'max': 10.0, 'currency': 'USD', 'period': 'hour'}","['amazon webstore', 'on-page seo', 'organic traffic growth', 'search engine optimization', 'seo', 'seo keyword research']",upwork,Amazon Listing Specialist Needed for Keyword Optimization,https://www.upwork.com/freelance-jobs/apply/Amazon-Listing-Specialist-Needed-for-Keyword-Optimization_~021910056515344663461/,More than 30 hrs/week
Scripts & Utilities,"Web, Mobile & Software Dev",,,,,,,,"I am seeking an experienced developer to automate my lead capturing and quoting system to enhance efficiency and streamline processes. The ideal candidate will integrate various tools and ensure seamless data flow between platforms. A strong understanding of automation software and APIs is essential. If you have a proven track record in creating automated systems that improve lead management and quoting, I would love to hear from you.",,1 to 3 months,1664801,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 1500.0, 'max': 1500.0, 'currency': 'USD', 'period': 'fixed'}","['customer relationship management', 'javascript', 'php', 'salesforce crm', 'scripting & automation', 'web development']",upwork,Lead Capturing and Quoting System Automation,https://www.upwork.com/freelance-jobs/apply/Lead-Capturing-and-Quoting-System-Automation_~021910055694076800162/,
